comid	hhbarcode	gender	age
1	1755	2	17
1	1756	1	45
1	1756	2	14
1	1756	1	11
1	1756	2	8
1	1756	1	4
1	1757	1	31
1	1757	1	4
1	1758	1	32
1	1758	1	7
1	1758	1	2
1	1759	2	37
1	1759	1	16
1	1759	1	15
1	1760	2	20
1	1760	1	18
1	1760	2	60
1	1761	1	65
1	1761	2	3
1	1761	2	15
1	1761	2	17
1	1761	2	25
1	1761	1	38
1	1761	1	36
1	1762	2	56
1	1762	1	60
1	1762	1	40
1	1762	1	30
1	1762	2	27
1	1762	2	25
1	1762	2	22
1	1762	1	28
1	1763	1	38
1	1764	1	24
1	1764	1	26
1	1764	2	21
1	1764	2	13
1	1764	2	8
1	1765	1	14
1	1765	1	12
1	1765	1	16
1	1765	1	16
1	1766	1	38
1	1766	1	4
1	1766	2	12
1	1766	2	7
1	1767	1	23
1	1767	1	19
1	1767	2	54
1	1768	1	22
1	1768	1	17
1	1768	1	2
1	1768	2	32
1	1768	2	20
1	1768	2	16
1	1768	2	2
1	1769	1	47
1	1769	1	15
1	1769	2	13
1	1769	2	10
1	1769	1	6
1	1769	1	4
1	1769	1	5
1	1770	2	40
1	1770	1	45
1	1770	2	15
1	1770	2	22
1	1771	2	43
1	1772	1	13
1	1772	2	19
1	1772	2	17
1	1772	2	9
1	1773	1	35
1	1773	2	5
1	1773	1	4
1	1774	1	9
1	1774	1	7
1	1774	1	21
1	1774	2	8
1	1774	2	24
1	1775	1	36
1	1775	1	11
1	1775	1	15
1	1775	2	12
1	1775	2	7
1	1776	1	67
1	1776	2	36
1	1776	1	27
1	1776	2	11
1	1776	1	9
1	1776	1	11
1	1776	1	27
1	1777	2	18
1	1777	1	11
1	1777	2	12
1	1777	2	15
1	1777	1	30
1	1777	1	26
1	1777	1	15
1	1777	2	18
1	1777	2	21
1	1778	1	33
1	1779	2	35
1	1779	1	38
1	1779	1	32
1	1779	2	14
1	1779	2	4
1	1779	2	1
1	1780	1	62
1	1780	2	54
1	1780	2	32
1	1780	1	30
1	1780	1	28
1	1781	2	55
1	1781	1	35
1	1781	2	23
1	1781	1	8
1	1781	1	4
1	1781	1	31
1	1781	1	17
1	1782	1	62
1	1782	2	53
1	1782	1	23
1	1782	1	16
1	1782	1	10
1	1782	1	3
1	1783	2	25
1	1783	1	23
1	1783	1	21
1	1783	2	44
1	1784	2	40
1	1784	2	19
1	1785	1	27
1	1785	1	1
1	1786	1	26
1	1786	1	24
1	1787	2	50
1	1787	2	38
1	1787	1	33
1	1787	1	21
1	1787	1	15
1	1787	1	12
1	1787	1	7
1	1787	2	2
1	1787	1	15
1	1787	1	10
1	1787	1	5
1	1787	2	6
1	1788	1	32
1	1788	1	0
1	1789	1	30
1	1789	1	28
1	1789	2	20
1	1789	2	25
1	1789	2	62
1	1789	1	5
1	1789	2	2
1	1789	1	31
1	1789	1	31
1	1789	2	7
1	1789	2	6
1	1790	2	19
1	1790	1	9
1	1790	2	7
1	1790	2	60
1	1791	1	2
1	1791	1	37
1	1791	1	18
1	1791	1	8
1	1791	2	4
1	1791	2	10
1	1792	1	18
1	1792	2	20
1	1792	2	9
1	1792	2	13
1	1793	1	15
1	1793	1	13
1	1793	1	26
1	1793	1	25
1	1793	2	16
1	1793	2	13
1	1793	2	15
1	1793	2	8
1	1793	2	28
1	1793	2	22
1	1794	1	31
1	1794	1	23
1	1794	1	51
1	1795	2	37
1	1795	1	13
1	1795	2	8
1	1795	2	3
1	1795	2	15
1	1796	BLANK	58
1	1796	2	18
1	1797	2	23
1	1798	1	13
1	1798	1	18
1	1799	2	69
1	1800	2	34
1	1800	1	14
1	1801	2	15
1	1801	2	18
1	1801	2	2
1	1801	2	12
1	1801	2	14
1	1801	1	2
1	1801	2	18
1	1801	2	2
1	1801	1	9
1	1801	1	31
1	1801	1	23
1	1801	1	29
1	1802	1	37
1	1802	1	30
1	1802	1	29
1	1802	1	26
1	1802	1	23
1	1802	2	21
1	1802	2	17
1	1802	2	15
1	1802	2	7
1	1803	1	33
1	1803	1	7
1	1803	2	1
1	1804	2	16
1	1804	1	23
1	1805	1	30
1	1805	2	28
1	1805	2	13
1	1806	2	26
1	1806	1	20
1	1806	2	55
1	1807	1	29
1	1807	1	1
1	1808	2	44
1	1808	1	25
1	1808	1	11
1	1809	2	50
1	1809	2	25
1	1809	2	15
1	1809	1	27
1	1809	1	29
1	1809	2	2
1	1809	2	7
1	1809	1	8
1	1810	2	40
1	1810	1	70
1	1810	1	20
1	1810	2	12
1	1810	2	15
1	1810	2	8
1	1810	2	13
1	1810	1	9
1	1810	2	7
1	1810	2	5
1	1811	2	42
1	1811	1	16
1	1811	1	15
1	1811	2	12
1	1811	2	19
1	1811	2	1
1	1812	2	10
1	1812	1	29
1	1812	BLANK	32
1	1812	2	14
1	1812	2	12
1	1812	2	10
1	1813	2	25
1	1813	1	1
1	1813	1	7
1	1813	1	17
1	1813	1	22
1	1813	1	27
1	1813	2	11
1	1814	1	26
1	1814	1	12
1	1814	1	7
1	1815	2	20
1	1815	1	1
1	1815	2	52
1	1816	1	52
1	1816	2	14
1	1816	2	14
1	1816	2	12
1	1816	2	10
1	1817	2	50
1	1817	1	26
1	1817	1	21
1	1817	1	18
1	1818	2	72
1	1818	2	45
1	1818	1	21
1	1818	1	23
1	1818	2	19
1	1818	1	14
1	1818	1	11
1	1818	2	9
1	1819	1	29
1	1819	1	27
1	1819	1	30
1	1820	1	38
1	1820	2	13
1	1820	2	4
1	1820	2	0
1	1821	1	33
1	1821	2	28
1	1821	2	30
1	1821	2	27
1	1821	1	1
1	1822	2	50
1	1822	1	33
1	1822	1	21
1	1822	1	15
1	1822	1	12
1	1822	2	7
1	1822	2	2
1	1822	1	15
1	1822	1	10
1	1822	1	5
1	1822	1	6
1	1823	1	29
1	1823	2	5
1	1823	2	3
1	1824	1	38
1	1824	1	10
1	1824	1	7
1	1824	2	2
1	1825	1	34
1	1825	2	10
1	1825	2	68
1	1825	2	21
1	1825	2	17
1	1825	2	16
1	1825	2	15
1	1825	1	17
1	1825	1	8
1	1825	1	6
1	1825	1	3
1	1825	1	11
1	1826	1	27
1	1826	1	26
1	1826	1	31
1	1826	2	65
1	1826	1	31
1	1827	2	18
1	1828	2	13
1	1828	2	35
1	1829	2	26
1	1829	1	10
1	1829	2	7
1	1829	1	6
1	1829	2	1
1	1829	1	13
1	1829	1	12
1	1829	1	9
1	1830	2	7
1	1830	2	20
1	1830	2	56
1	1831	2	26
1	1831	1	4
1	1832	1	28
1	1832	1	26
1	1832	1	31
1	1832	2	65
1	1832	1	27
1	1833	1	17
1	1833	1	28
1	1834	1	24
1	1834	1	21
1	1834	2	20
1	1834	2	17
1	1834	1	14
1	1834	2	33
1	1834	2	16
1	1834	1	38
1	1835	1	56
1	1835	2	76
1	1835	1	20
1	1835	2	20
1	1835	2	18
1	1835	1	14
1	1835	2	12
1	1835	2	7
1	1835	2	7
1	1836	1	34
1	1836	1	15
1	1836	2	9
1	1836	2	4
1	1837	2	30
1	1838	2	35
1	1838	1	15
1	1838	2	13
1	1838	2	9
1	1838	1	3
1	1838	1	13
1	1838	1	22
1	1838	1	20
1	1838	1	81
1	1838	2	54
1	1839	1	23
1	1839	1	18
1	1839	2	17
1	1839	1	41
1	1839	2	15
1	1839	2	13
1	1839	1	9
1	1840	2	77
1	1840	1	23
1	1841	2	26
1	1841	2	36
1	1841	1	11
1	1842	1	10
1	1842	2	9
1	1842	1	7
1	1842	1	5
1	1842	1	30
1	1843	2	17
1	1843	2	30
1	1844	2	72
1	1844	2	40
1	1844	2	25
1	1844	2	23
1	1844	2	21
1	1844	1	19
1	1844	1	14
1	1844	2	5
1	1844	2	3
1	1845	2	28
1	1845	2	33
1	1845	2	35
1	1845	2	64
1	1845	1	24
1	1846	2	33
1	1847	1	68
1	1847	1	20
1	1847	1	17
1	1847	2	48
1	1848	1	46
1	1848	2	14
1	1848	1	12
1	1848	1	9
1	1848	2	4
1	1848	1	3
1	1848	1	1
1	1848	2	5
1	1849	2	29
1	1849	2	15
1	1849	1	70
1	1850	1	35
1	1850	2	28
1	1851	1	44
1	1851	1	20
1	1851	2	32
1	1851	1	14
1	1851	1	22
1	1852	1	55
1	1852	2	28
1	1852	1	26
1	1852	2	18
1	1853	1	26
1	1853	1	44
1	1853	2	32
1	1853	1	14
1	1853	1	22
1	1854	2	51
1	1854	2	22
1	1854	1	28
1	1854	2	20
1	1854	2	17
1	1854	2	13
1	1854	2	14
1	1854	1	15
1	1854	1	18
1	1854	1	6
1	1854	2	5
1	1854	2	1
1	1855	1	22
1	1855	1	24
1	1855	1	14
1	1855	2	14
1	1855	2	11
1	1856	1	19
1	1856	1	70
1	1857	2	55
1	1857	1	43
1	1857	1	39
1	1858	1	31
1	1859	2	42
1	1859	1	8
1	1859	2	22
1	1859	2	13
1	1860	2	22
1	1860	2	50
1	1860	1	23
1	1860	1	13
1	1860	2	7
1	1860	1	4
1	1860	2	69
1	1861	2	33
1	1861	1	18
1	1862	2	14
1	1862	2	10
1	1862	2	18
1	1862	1	16
1	1862	1	12
1	1862	1	18
1	1862	2	45
1	1863	1	36
1	1863	2	30
1	1863	2	29
1	1863	2	69
1	1864	2	40
1	1864	2	15
1	1864	1	28
1	1864	2	9
1	1864	1	14
1	1865	2	14
1	1865	1	12
1	1865	1	30
1	1865	1	17
1	1865	1	8
1	1866	2	32
1	1866	1	9
1	1866	1	6
1	1867	1	40
1	1867	2	18
1	1867	2	15
1	1867	1	14
1	1867	1	12
1	1867	2	8
1	1867	1	5
1	1867	2	2
1	1868	2	40
1	1868	1	20
1	1868	1	1
1	1868	1	2
1	1868	1	6
1	1868	2	11
1	1869	1	36
1	1869	1	13
1	1869	1	10
1	1869	1	8
1	1869	1	6
1	1869	1	3
1	1870	2	35
1	1870	1	18
1	1870	2	17
1	1870	2	15
1	1870	1	8
1	1871	1	57
1	1871	2	27
1	1871	2	6
1	1872	1	26
1	1872	1	1
1	1873	1	30
1	1873	1	4
1	1873	1	2
1	1873	2	18
1	1874	1	53
1	1874	1	20
1	1874	1	18
1	1874	1	16
1	1874	2	5
1	1874	2	5
1	1875	2	23
1	1875	2	15
1	1875	1	12
1	1875	2	10
1	1875	2	9
1	1875	1	6
1	1875	1	38
1	1875	1	35
1	1875	1	34
1	1876	1	46
1	1876	2	29
1	1876	2	12
1	1876	1	16
1	1876	2	2
1	1877	1	38
1	1877	1	21
1	1877	2	6
1	1877	2	18
1	1877	2	2
1	1878	1	64
1	1878	1	48
1	1878	1	33
1	1879	1	22
1	1879	1	43
1	1879	2	37
1	1879	2	16
1	1879	2	12
1	1880	1	56
1	1880	2	70
1	1880	1	15
1	1880	1	13
1	1880	1	8
1	1880	1	22
1	1881	2	28
1	1881	2	7
1	1881	2	5
1	1881	1	1
1	1882	1	64
1	1882	1	74
1	1882	1	54
1	1883	1	56
1	1883	2	53
1	1883	2	16
1	1883	2	14
1	1884	1	69
1	1884	2	19
1	1884	2	17
1	1884	2	15
1	1885	2	38
1	1885	2	14
1	1885	1	9
1	1885	2	5
1	1885	1	3
1	1886	2	65
1	1886	2	45
1	1887	1	18
1	1887	1	25
1	1887	2	38
1	1888	2	32
1	1888	1	23
1	1888	1	15
1	1888	1	21
1	1889	2	48
1	1889	1	35
1	1889	1	31
1	1889	1	28
1	1889	2	21
1	1889	1	19
1	1889	1	3
1	1889	2	2
1	1889	2	3
1	1890	2	26
1	1890	1	6
1	1890	1	4
1	1890	1	3
1	1890	1	1
1	1891	1	74
1	1891	1	25
1	1891	2	15
1	1891	2	11
1	1891	2	7
1	1891	1	36
1	1892	1	23
1	1892	1	21
1	1892	1	24
1	1892	1	25
1	1893	2	56
1	1893	2	28
1	1893	1	21
1	1893	2	18
1	1893	2	13
1	1893	2	8
1	1893	2	6
1	1893	2	3
1	1893	1	2
1	1894	1	62
1	1894	2	45
1	1894	2	29
1	1894	1	21
1	1894	1	24
1	1894	1	18
1	1895	1	4
1	1895	2	16
1	1895	1	13
1	1896	1	28
1	1896	2	20
1	1896	1	18
1	1896	1	15
1	1896	2	12
1	1896	2	10
1	1896	2	7
1	1897	1	43
1	1897	1	19
1	1897	2	37
1	1897	2	16
1	1897	2	12
1	1898	1	53
1	1898	2	20
1	1898	2	20
1	1899	1	40
1	1899	1	38
1	1899	2	38
1	1899	2	57
1	1899	1	46
1	1899	1	13
1	1899	2	10
1	1900	1	50
1	1900	1	40
1	1900	1	24
1	1900	2	40
1	1900	2	19
1	1901	1	20
1	1901	1	6
1	1901	1	21
1	1902	1	24
1	1902	1	36
1	1902	1	32
1	1902	1	30
1	1902	2	21
1	1902	2	20
1	1902	2	15
1	1902	2	12
1	1903	2	37
1	1903	2	12
1	1904	1	14
1	1904	2	32
1	1905	2	73
1	1905	1	12
1	1905	2	13
1	1905	1	7
1	1905	2	6
1	1905	1	13
1	1905	1	18
1	1905	2	5
1	1905	2	1
1	1905	2	34
1	1906	2	49
1	1906	2	39
1	1906	1	38
1	1907	2	60
1	1907	2	17
1	1907	2	13
1	1907	1	28
1	1908	2	8
1	1908	1	6
1	1908	1	4
1	1908	1	33
1	1909	1	16
1	1909	1	42
1	1909	2	13
1	1909	2	11
1	1909	1	6
1	1909	1	1
1	1909	2	26
1	1910	1	33
1	1910	2	10
1	1910	1	4
1	1910	2	1
1	1911	1	38
1	1911	2	6
1	1911	1	3
1	1912	1	28
1	1912	2	12
1	1912	2	0
1	1913	1	25
1	1913	1	17
1	1913	1	3
1	1913	1	0
1	1914	2	65
1	1914	2	28
1	1914	2	46
1	1914	2	19
1	1914	1	2
1	1914	1	2
1	1915	2	55
1	1915	2	26
1	1915	1	19
1	1915	2	18
1	1915	1	2
1	1915	1	2
1	1916	2	65
1	1916	2	46
1	1916	2	28
1	1916	1	19
1	1916	1	2
1	1916	1	2
1	1917	2	43
1	1917	1	28
1	1917	2	24
1	1917	1	21
1	1917	2	18
1	1918	2	30
1	1918	1	34
1	1918	1	13
1	1918	2	8
1	1918	2	6
1	1918	1	4
1	1918	2	3
1	1918	1	1
1	1919	1	27
1	1919	1	14
1	1919	2	11
1	1919	1	9
1	1919	1	7
1	1919	1	55
1	1920	1	49
1	1920	2	17
1	1921	2	50
1	1921	1	45
1	1921	2	17
1	1921	1	3
1	1921	1	10
1	1921	1	7
1	1922	1	2
1	1922	2	12
1	1922	2	22
1	1922	1	9
1	1922	1	7
1	1922	2	4
1	1922	2	0
1	1922	1	5
1	1922	1	0
1	1923	1	80
1	1923	1	15
1	1923	1	11
1	1924	1	3
1	1924	2	67
1	1924	1	3
1	1924	2	2
1	1924	2	13
1	1924	1	10
1	1924	2	15
1	1924	1	17
1	1924	2	18
1	1924	1	36
1	1925	2	30
1	1925	2	24
1	1925	2	26
1	1925	2	10
1	1925	2	10
1	1925	1	9
1	1925	1	6
1	1925	2	4
1	1925	1	3
1	1925	2	2
1	1925	1	2
1	1925	1	1
1	1925	1	0
1	1925	1	0
1	1926	1	26
1	1926	2	21
1	1926	1	14
1	1927	2	27
1	1927	2	12
1	1927	2	7
1	1927	1	9
1	1927	1	3
1	1928	2	18
1	1928	1	15
1	1928	1	12
1	1928	1	9
1	1928	1	6
1	1928	1	19
1	1928	2	23
1	1928	2	26
1	1928	2	17
1	1928	1	40
1	1928	1	1
1	1928	1	5
1	1929	1	35
1	1929	2	11
1	1929	2	5
1	1929	1	3
1	1929	1	16
1	1930	1	11
1	1930	2	57
1	1931	2	20
1	1931	2	19
1	1931	2	17
1	1931	1	13
1	1931	1	40
1	1931	2	11
1	1931	1	9
1	1931	1	6
1	1931	1	3
1	1932	1	42
1	1932	2	47
1	1932	1	8
1	1932	1	11
1	1932	2	21
1	1932	2	4
1	1932	2	0
1	1932	1	6
1	1933	1	14
1	1933	1	11
1	1934	1	42
1	1934	2	26
1	1934	1	14
1	1934	2	12
1	1935	2	20
1	1935	2	62
1	1935	1	12
1	1935	1	10
1	1935	1	4
1	1936	1	50
1	1936	2	44
1	1936	2	15
1	1936	1	13
1	1936	2	9
1	1937	2	41
1	1937	1	47
1	1937	2	13
1	1937	1	10
1	1937	1	5
1	1938	1	58
1	1938	1	23
1	1938	1	22
1	1938	2	7
1	1939	1	15
1	1939	1	10
1	1939	2	10
1	1939	2	5
1	1939	2	20
1	1939	2	18
1	1940	1	55
1	1940	2	18
1	1940	2	19
1	1940	1	13
1	1940	2	10
1	1941	1	61
1	1941	2	10
1	1941	1	13
1	1942	1	54
1	1942	2	19
1	1942	2	17
1	1942	2	16
1	1942	2	15
1	1942	2	13
1	1942	2	7
1	1943	1	32
1	1943	2	63
1	1943	1	6
1	1944	1	56
1	1944	2	22
1	1944	2	17
1	1944	2	20
1	1944	2	14
1	1944	1	7
1	1945	1	27
1	1945	2	8
1	1945	2	10
1	1946	2	22
1	1946	1	6
1	1946	2	63
1	1947	1	75
1	1947	1	21
1	1947	2	8
1	1948	1	51
1	1948	2	40
1	1948	2	20
1	1948	1	15
1	1948	1	12
1	1948	2	8
1	1949	2	39
1	1949	1	25
1	1949	2	15
1	1949	2	12
1	1949	1	6
1	1950	1	25
1	1951	1	20
1	1951	1	8
1	1951	2	4
1	1951	1	1
1	1952	1	55
1	1952	2	50
1	1952	2	30
1	1952	2	25
1	1952	2	21
1	1952	2	15
1	1953	2	64
1	1953	1	35
1	1953	1	17
1	1954	2	63
1	1954	1	5
1	1954	2	18
1	1954	2	16
1	1955	2	18
1	1955	1	2
1	1955	1	1
1	1955	1	20
1	1955	2	19
1	1956	2	46
1	1956	1	50
1	1956	2	14
1	1956	2	15
1	1956	2	13
1	1956	1	8
1	1957	1	32
1	1958	2	30
1	1958	1	19
1	1958	2	62
1	1958	2	18
1	1958	1	10
1	1958	2	7
1	1959	2	36
1	1959	1	55
1	1959	2	19
1	1959	2	20
1	1959	1	13
1	1959	2	10
1	1960	1	11
1	1960	1	11
1	1960	2	4
1	1961	2	24
1	1961	1	19
1	1962	2	60
1	1962	1	22
1	1962	2	19
1	1963	2	5
1	1963	2	5
1	1963	2	39
1	1963	1	18
1	1964	2	25
1	1964	2	18
1	1964	1	11
1	1964	2	10
1	1964	2	10
1	1964	2	6
1	1965	1	18
1	1965	2	10
1	1965	2	8
1	1965	2	5
1	1966	2	5
1	1966	2	5
1	1966	2	39
1	1967	2	53
1	1967	1	23
1	1967	1	18
1	1967	2	15
1	1968	1	53
1	1968	1	18
1	1968	2	17
1	1968	1	16
1	1968	2	10
1	1968	2	9
1	1968	1	7
1	1968	2	5
1	1968	2	3
1	1969	1	40
1	1969	1	20
1	1969	1	17
1	1969	1	14
1	1969	1	12
1	1969	2	10
1	1969	1	5
1	1970	2	52
1	1970	2	17
1	1970	1	29
1	1970	1	15
1	1970	1	19
1	1971	2	35
1	1971	2	15
1	1971	2	14
1	1971	2	13
1	1971	1	11
1	1971	1	10
1	1971	1	6
1	1971	1	4
1	1971	1	19
1	1972	1	18
1	1972	1	7
1	1972	1	5
1	1973	2	43
1	1973	1	21
1	1973	2	19
1	1973	1	14
1	1973	2	12
1	1974	1	7
1	1974	2	17
1	1974	1	31
1	1975	2	53
1	1975	1	24
1	1975	2	88
1	1975	1	29
1	1975	2	28
1	1975	2	27
1	1975	1	14
1	1975	1	24
1	1975	2	6
1	1976	2	30
1	1976	2	10
1	1976	1	5
1	1976	2	3
1	1977	1	27
1	1977	2	12
1	1977	2	5
1	1978	1	64
1	1978	2	55
1	1978	2	15
1	1978	2	6
1	1979	2	36
1	1979	1	13
1	1979	2	10
1	1979	2	20
1	1979	1	55
1	1980	2	7
1	1980	1	5
1	1980	1	2
1	1981	1	28
1	1981	2	6
1	1981	1	3
1	1981	1	1
1	1982	2	44
1	1982	1	16
1	1982	1	28
1	1982	2	15
1	1983	2	57
1	1983	1	24
1	1984	1	33
1	1984	1	10
1	1984	1	7
1	1984	2	4
1	1984	2	2
1	1985	1	71
1	1985	2	66
1	1985	2	30
1	1985	1	6
1	1986	2	19
1	1986	1	35
1	1986	2	28
1	1987	1	66
1	1987	2	17
1	1987	2	42
1	1987	2	15
1	1988	2	63
1	1988	2	26
1	1989	2	24
1	1989	1	3
1	1990	1	73
1	1990	2	68
1	1990	1	18
1	1990	1	21
1	1991	2	37
1	1991	1	39
1	1991	2	19
1	1991	2	3
1	1992	1	49
1	1992	2	43
1	1992	2	21
1	1992	2	9
1	1992	2	11
1	1993	1	33
1	1993	2	17
1	1994	1	11
1	1995	2	15
1	1996	1	51
1	1996	2	18
1	1996	1	11
1	1996	1	24
1	1997	2	39
1	1997	1	6
1	1997	1	8
1	1997	2	12
1	1998	2	37
1	1998	1	26
1	1998	2	15
1	1999	2	47
1	1999	1	57
1	1999	1	21
1	1999	2	14
1	1999	2	7
1	2000	1	50
1	2000	1	22
1	2000	1	20
1	2000	2	10
1	2001	2	66
1	2001	1	38
1	2002	2	62
1	2003	2	47
1	2003	1	59
1	2003	1	18
1	2003	2	12
1	2003	1	5
1	2003	2	24
1	2004	2	25
1	2004	1	6
1	2005	1	66
1	2005	2	17
1	2006	1	48
1	2006	1	79
1	2006	2	25
1	2007	2	36
1	2007	1	57
1	2007	1	20
1	2007	1	24
1	2007	1	7
1	2008	2	23
1	2008	2	22
1	2008	2	40
1	2008	1	45
1	2008	2	18
1	2008	2	15
1	2008	2	13
1	2009	1	67
1	2009	2	61
1	2009	1	9
1	2010	1	20
1	2010	2	21
1	2011	1	35
1	2011	2	13
1	2011	2	10
1	2012	2	50
1	2012	2	7
1	2013	2	20
1	2013	2	10
1	2013	1	6
1	2014	1	42
1	2014	2	37
1	2014	2	10
1	2015	1	57
1	2015	2	47
1	2015	1	9
1	2015	2	11
1	2015	2	15
1	2016	1	35
1	2016	2	13
1	2017	2	28
1	2017	2	10
1	2017	2	9
1	2017	2	3
1	2018	1	18
1	2019	2	17
1	2019	1	5
1	2020	1	27
1	2021	1	17
1	2021	2	14
1	2021	2	14
1	2022	1	52
1	2022	1	16
1	2022	2	15
1	2022	2	14
1	2023	2	46
1	2023	2	18
1	2023	1	2
1	2024	1	30
1	2024	2	23
1	2025	1	62
1	2025	1	23
1	2026	2	45
1	2026	2	22
1	2026	2	17
1	2026	2	14
1	2026	1	7
1	2026	2	20
1	2027	1	7
1	2028	1	45
1	2028	1	13
1	2028	1	11
1	2028	1	5
1	2029	2	30
1	2029	1	15
1	2029	1	12
1	2029	1	8
1	2029	1	4
1	2030	1	55
1	2030	2	45
1	2030	1	12
1	2031	2	18
1	2031	1	12
1	2031	2	8
1	2032	1	72
1	2032	2	16
1	2032	2	8
1	2033	2	15
1	2034	2	39
1	2034	1	13
1	2034	1	11
1	2034	1	5
1	2035	2	52
1	2035	2	18
1	2035	2	11
1	2036	1	27
1	2036	2	4
1	2037	1	53
1	2037	1	19
1	2037	1	16
1	2037	1	13
1	2037	1	8
1	2038	1	25
1	2038	1	22
1	2038	1	21
1	2038	1	18
1	2039	2	17
1	2039	1	15
1	2040	2	40
1	2040	1	43
1	2040	1	12
1	2040	1	8
1	2040	1	4
1	2041	1	80
1	2042	2	22
1	2042	1	6
1	2043	2	42
1	2043	1	26
1	2043	1	23
1	2043	2	16
1	2043	2	14
1	2043	2	6
1	2043	1	6
1	2043	1	4
1	2044	1	57
1	2044	2	16
1	2044	1	16
1	2044	2	5
1	2045	2	38
1	2045	2	22
1	2045	2	18
1	2045	2	11
1	2046	2	65
1	2046	1	30
1	2046	1	26
1	2046	2	33
1	2046	2	7
1	2046	2	12
1	2047	2	60
1	2047	2	30
1	2047	1	25
1	2047	1	23
1	2047	2	21
1	2047	2	19
1	2047	1	10
1	2048	1	39
1	2048	1	15
1	2048	2	13
1	2049	2	18
1	2049	2	1
1	2050	2	48
1	2050	2	19
1	2050	2	14
1	2050	1	12
1	2050	1	9
1	2050	2	10
1	2051	2	35
1	2051	1	22
1	2051	1	18
1	2051	2	16
1	2051	2	14
1	2051	1	11
1	2051	2	8
1	2051	2	8
1	2051	1	6
1	2052	2	52
1	2052	1	20
1	2052	1	24
1	2052	1	23
1	2052	2	16
1	2053	2	45
1	2053	1	50
1	2053	2	10
1	2053	1	15
1	2053	2	6
1	2053	1	7
1	2054	1	14
1	2054	2	12
1	2054	2	26
1	2054	2	32
1	2055	1	48
1	2055	1	19
1	2055	1	16
1	2055	1	12
1	2055	2	9
1	2055	1	4
1	2055	1	4
1	2055	1	25
1	2056	2	42
1	2056	1	30
1	2056	2	14
1	2057	1	57
1	2057	1	25
1	2057	2	12
1	2057	2	18
1	2058	1	57
1	2058	2	54
1	2058	1	22
1	2059	1	38
1	2059	1	15
1	2059	2	14
1	2059	2	4
1	2060	2	55
1	2060	1	25
1	2060	1	11
1	2060	1	7
1	2061	2	51
1	2062	1	24
1	2062	2	3
1	2063	1	40
1	2063	1	28
1	2063	2	8
1	2063	1	7
1	2064	2	34
1	2064	2	12
1	2064	1	8
1	2064	1	6
1	2064	2	4
1	2064	1	2
1	2065	2	55
1	2065	1	4
1	2066	2	30
1	2066	1	20
1	2066	1	10
1	2066	2	8
1	2066	1	6
1	2066	2	1
1	2067	1	31
1	2067	2	5
1	2068	1	45
1	2068	2	41
1	2068	1	10
1	2068	2	4
1	2068	2	6
1	2068	1	11
1	2068	2	4
1	2069	2	27
1	2069	2	5
1	2070	2	29
1	2070	2	61
1	2071	2	57
1	2071	1	3
1	2071	2	18
1	2072	2	47
1	2072	2	17
1	2072	1	11
1	2073	2	50
1	2073	1	17
1	2073	2	3
1	2074	2	15
1	2074	2	8
1	2075	1	26
1	2075	1	25
1	2075	1	25
1	2076	1	27
1	2076	2	2
1	2077	1	20
1	2077	1	12
1	2077	1	10
1	2077	2	24
1	2077	1	3
1	2078	1	28
1	2078	2	7
1	2078	2	4
1	2078	2	2
1	2079	2	40
1	2079	2	19
1	2080	2	26
1	2080	2	2
1	2081	1	35
1	2081	2	10
1	2081	2	6
1	2081	1	4
1	2081	1	1
1	2082	2	26
1	2082	2	27
1	2083	1	44
1	2083	2	9
1	2083	1	11
1	2083	1	6
1	2083	1	4
1	2084	1	26
1	2084	2	17
1	2084	2	12
1	2084	1	2
1	2085	2	31
1	2085	2	8
1	2085	1	6
1	2085	2	5
1	2085	1	3
1	2086	2	55
1	2086	1	85
1	2086	2	37
1	2086	2	28
1	2087	1	28
1	2087	2	2
1	2088	2	53
1	2088	2	31
1	2088	2	21
1	2088	2	15
1	2088	2	10
1	2088	1	7
1	2089	2	61
1	2089	2	21
1	2089	1	16
1	2089	2	14
1	2089	2	11
1	2089	1	6
1	2089	1	4
1	2089	2	3
1	2090	1	32
1	2090	2	14
1	2090	2	13
1	2090	1	7
1	2090	2	2
1	2091	1	60
1	2091	2	55
1	2091	1	26
1	2091	2	28
1	2091	1	12
1	2091	2	8
1	2092	2	39
1	2092	2	20
1	2092	2	17
1	2092	2	16
1	2092	2	14
1	2092	2	11
1	2092	2	7
1	2092	2	3
1	2093	1	38
1	2093	2	16
1	2093	2	9
1	2093	1	6
1	2093	2	2
1	2094	2	75
1	2094	2	42
1	2094	1	11
1	2095	2	50
1	2095	1	27
1	2095	1	17
1	2095	2	18
1	2095	1	13
1	2096	2	56
1	2096	1	63
1	2096	2	40
1	2096	2	24
1	2096	1	23
1	2096	1	15
1	2096	1	7
1	2096	2	6
1	2097	2	67
1	2097	2	55
1	2097	2	20
1	2098	2	32
1	2098	2	10
1	2098	2	9
1	2098	2	7
1	2099	1	56
1	2099	2	32
1	2099	1	10
1	2099	2	24
1	2100	1	67
1	2100	2	55
1	2100	2	26
1	2101	2	38
1	2101	2	65
1	2101	2	21
1	2101	1	15
1	2102	2	39
1	2102	2	23
1	2102	1	22
1	2102	2	20
1	2102	2	18
1	2102	1	15
1	2102	1	13
1	2102	2	3
1	2103	2	32
1	2104	2	35
1	2105	2	27
1	2105	2	3
1	2106	1	35
1	2106	2	15
